post_author,post_title,post_name,post_parent,ID,post_content,post_excerpt,post_status,post_password,menu_order,post_date,comment_status,sku,parent_sku,children,downloadable,virtual,stock,regular_price,sale_price,weight,length,width,height,tax_class,visibility,stock_status,backorders,sold_individually,low_stock_amount,manage_stock,tax_status,upsell_ids,crosssell_ids,purchase_note,sale_price_dates_from,sale_price_dates_to,download_limit,download_expiry,product_url,button_text,images,downloadable_files,product_page_url,total_sales,tax:product_type,tax:product_visibility,product_cat,tax:product_tag,tax:product_shipping_class
36,Freddy Krueger,freddy-krueger,,1019,"<p>Freddy Krueger is a fictional character and the primary antagonist in the A Nightmare on Elm Street film series. He was created by Wes Craven and made his debut in Craven's A Nightmare on Elm Street (1984) as the malevolent spirit of a child killer who had been burned to death by his victims' parents after evading prison. Krueger goes on to murder his victims in their dreams, causing their deaths in the real world as well. In the dream world, he is a powerful force and seemingly invulnerable. However, whenever Freddy is pulled back into the real world, he has normal human vulnerabilities and can be destroyed. He is commonly identified by his burned, disfigured face, dirty red-and-green-striped sweater and brown fedora, and trademark metal-clawed, brown leather, right hand glove. This glove was the product of Krueger's own imagination, having welded the blades himself before using it to murder many of his victims, both in the real and dream worlds. Over the course of the film series, Freddy has battled several reoccurring survivors including Nancy Thompson and Alice Johnson. The character was consistently portrayed by Robert Englund in the original film series as well as in the television spin-off Freddy's Nightmares. Englund has stated that he feels the character represents neglect, particularly that suffered by children. The character also more broadly represents subconscious fears....<br></p>","<p><strong>Freddy Krueger</strong></p><p data-mce-style=""text-align: left;"" style=""border: none;font-size: 21px;line-height: 1.476;margin-right: auto;margin-bottom: 1.25em;margin-left: auto;padding: 0px""><span data-mce-style=""color: #000000; font-family: Arial; font-size: 14pt; text-align: -webkit-center;"" style=""font-family: Arial;font-size: 14pt;text-align: -webkit-center"">Custom </span><span data-mce-style=""color: #000000; font-family: Arial; font-size: 14pt; text-align: -webkit-center;"" style=""font-family: Arial;font-size: 14pt;text-align: -webkit-center"">figure</span><span data-mce-style=""color: #000000; font-family: Arial; font-size: 14pt; text-align: -webkit-center;"" style=""font-family: Arial;font-size: 14pt;text-align: -webkit-center""> –</span><span data-mce-style=""color: #000000; font-family: Arial; font-size: 18.6667px; text-align: -webkit-center;"" style=""font-family: Arial;font-size: 18.6667px;text-align: -webkit-center""><span data-mce-style=""font-size: 14pt;"" style=""font-size: 14pt""> with original </span></span><span data-mce-style=""color: #000000; font-family: Arial; font-size: 14pt; text-align: -webkit-center;"" style=""font-family: Arial;font-size: 14pt;text-align: -webkit-center"">LEGO</span><span data-mce-style=""color: #000000; font-family: Arial; font-size: 14pt; text-align: -webkit-center;"" style=""font-family: Arial;font-size: 14pt;text-align: -webkit-center""><span data-mce-style=""font-family: Arial; font-size: small;"" style=""font-size: small""><span data-mce-style=""font-size: large;"" style=""font-size: large"">® parts</span></span></span></p><p data-mce-style=""text-align: left;"" style=""border: none;font-size: 21px;line-height: 1.476;margin-right: auto;margin-bottom: 0px;margin-left: auto;padding: 0px""><span data-mce-style=""color: #000000; font-family: Arial; font-size: 18.6667px; text-align: -webkit-center;"" style=""font-family: Arial;font-size: 18.6667px;text-align: -webkit-center""><span data-mce-style=""font-size: 18.6667px;"" style=""font-size: 18.6667px"">Made from 100% authentic Lego parts. <span data-mce-style=""color: #ff0010;"">Using custom </span></span></span><span data-mce-style=""font-family: Arial; text-align: -webkit-center; color: #ff0010; font-size: 18.6667px;"" style=""font-family: Arial;text-align: -webkit-center;font-size: 18.6667px"">PAD</span><span data-mce-style=""color: #000000; font-family: Arial; font-size: 18.6667px; text-align: -webkit-center;"" style=""font-family: Arial;font-size: 18.6667px;text-align: -webkit-center""><span data-mce-style=""color: #ff0010;""> printing</span>. Designed with passion, care and precision.</span></p>",publish,,0,2020-05-13 03:27:05,open,,,,no,no,3,22,,,,,,,,instock,no,no,,yes,taxable,,,,,,'-1,'-1,,,https://grailcavern.com/wp-content/uploads/2023/02/DSC04687-Copy.jpg,,https://grailcavern.com/product/freddy-krueger/,0,simple,,"Unkategorisiert,Minifigures,Pad printed",,
36,V for Vendetta,v-for-vendetta,,1020,"<p>V for Vendetta is a 2005 dystopian political action film directed by James McTeigue (in his feature directorial debut) from a screenplay by the Wachowskis. It is based on the 1988 DC Vertigo Comics limited series of the same title by Alan Moore, David Lloyd, and Tony Weare. The film, set in a future where a fascist totalitarian regime has subjugated the UK, centres on V (portrayed by Hugo Weaving), an anarchist and masked freedom-fighter who attempts to ignite a revolution through elaborate terrorist acts, and on Evey Hammond (portrayed by Natalie Portman) a young woman caught up in V's mission. Stephen Rea portrays a detective leading a desperate quest to stop V....<br></p>","<p><strong>V for Vendetta</strong></p><p data-mce-style=""text-align: left;"" style=""border: none;font-size: 21px;line-height: 1.476;margin-right: auto;margin-bottom: 1.25em;margin-left: auto;padding: 0px""><span data-mce-style=""color: #000000; font-family: Arial; font-size: 14pt; text-align: -webkit-center;"" style=""font-family: Arial;font-size: 14pt;text-align: -webkit-center"">Custom </span><span data-mce-style=""color: #000000; font-family: Arial; font-size: 14pt; text-align: -webkit-center;"" style=""font-family: Arial;font-size: 14pt;text-align: -webkit-center"">figure</span><span data-mce-style=""color: #000000; font-family: Arial; font-size: 14pt; text-align: -webkit-center;"" style=""font-family: Arial;font-size: 14pt;text-align: -webkit-center""> –</span><span data-mce-style=""color: #000000; font-family: Arial; font-size: 18.6667px; text-align: -webkit-center;"" style=""font-family: Arial;font-size: 18.6667px;text-align: -webkit-center""><span data-mce-style=""font-size: 14pt;"" style=""font-size: 14pt""> with original </span></span><span data-mce-style=""color: #000000; font-family: Arial; font-size: 14pt; text-align: -webkit-center;"" style=""font-family: Arial;font-size: 14pt;text-align: -webkit-center"">LEGO</span><span data-mce-style=""color: #000000; font-family: Arial; font-size: 14pt; text-align: -webkit-center;"" style=""font-family: Arial;font-size: 14pt;text-align: -webkit-center""><span data-mce-style=""font-family: Arial; font-size: small;"" style=""font-size: small""><span data-mce-style=""font-size: large;"" style=""font-size: large"">® parts</span></span></span></p><p data-mce-style=""text-align: left;"" style=""border: none;font-size: 21px;line-height: 1.476;margin-right: auto;margin-bottom: 0px;margin-left: auto;padding: 0px""><span data-mce-style=""color: #000000; font-family: Arial; font-size: 18.6667px; text-align: -webkit-center;"" style=""font-family: Arial;font-size: 18.6667px;text-align: -webkit-center""><span data-mce-style=""font-size: 18.6667px;"" style=""font-size: 18.6667px"">Made from 100% authentic Lego parts. <span data-mce-style=""color: #ff0010;"">Using custom </span></span></span><span data-mce-style=""font-family: Arial; text-align: -webkit-center; color: #ff0010; font-size: 18.6667px;"" style=""font-family: Arial;text-align: -webkit-center;font-size: 18.6667px"">PAD</span><span data-mce-style=""color: #000000; font-family: Arial; font-size: 18.6667px; text-align: -webkit-center;"" style=""font-family: Arial;font-size: 18.6667px;text-align: -webkit-center""><span data-mce-style=""color: #ff0010;""> printing</span>. Designed with passion, care and precision.</span></p>",publish,,0,2020-05-13 03:36:32,open,,,,no,no,8,22,,,,,,,,instock,no,no,,yes,taxable,,,,,,'-1,'-1,,,https://grailcavern.com/wp-content/uploads/2023/02/DSC04695-Copy.jpg,,https://grailcavern.com/product/v-for-vendetta/,0,simple,,"Unkategorisiert,Minifigures,Pad printed",,
36,All new Captain America - SDCC version,all-new-captain-america-sdcc-version,,1023,"<p>Captain America is a superhero appearing in American comic books published by Marvel Comics. Created by cartoonists Joe Simon and Jack Kirby, the character first appeared in Captain America Comics #1 (cover dated March 1941) from Timely Comics, a predecessor of Marvel Comics. Captain America was designed as a patriotic supersoldier who often fought the Axis powers of World War II and was Timely Comics' most popular character during the wartime period. The popularity of superheroes waned following the war, and the Captain America comic book was discontinued in 1950, with a short-lived revival in 1953. Since Marvel Comics revived the character in 1964, Captain America has remained in publication....<br data-mce-bogus=""1""></p>","<p data-mce-style=""text-align: left;"" style=""border: none;font-size: 21px;line-height: 1.476;margin-right: auto;margin-bottom: 1.25em;margin-left: auto;padding: 0px""><span data-mce-style=""color: #000000; font-family: Arial; font-size: 18.6667px; text-align: -webkit-center;"" style=""font-family: Arial;font-size: 18.6667px;text-align: -webkit-center""><span data-mce-style=""box-sizing: inherit; -webkit-font-smoothing: antialiased; word-break: break-word; overflow-wrap: break-word; font-weight: bold;"" style=""font-weight: bold""><span data-mce-style=""font-size: 300%;"" style=""font-size: 56.0001px"">All new Captain America - SDCC version</span></span></span></p><p data-mce-style=""text-align: left;"" style=""border: none;font-size: 21px;line-height: 1.476;margin-right: auto;margin-bottom: 1.25em;margin-left: auto;padding: 0px""><span data-mce-style=""color: #000000; font-family: Arial; font-size: 14pt; text-align: -webkit-center;"" style=""font-family: Arial;font-size: 14pt;text-align: -webkit-center"">Custom </span><span data-mce-style=""color: #000000; font-family: Arial; font-size: 14pt; text-align: -webkit-center;"" style=""font-family: Arial;font-size: 14pt;text-align: -webkit-center"">figure</span><span data-mce-style=""color: #000000; font-family: Arial; font-size: 14pt; text-align: -webkit-center;"" style=""font-family: Arial;font-size: 14pt;text-align: -webkit-center""> –</span><span data-mce-style=""color: #000000; font-family: Arial; font-size: 18.6667px; text-align: -webkit-center;"" style=""font-family: Arial;font-size: 18.6667px;text-align: -webkit-center""><span data-mce-style=""font-size: 14pt;"" style=""font-size: 14pt""> with original </span></span><span data-mce-style=""color: #000000; font-family: Arial; font-size: 14pt; text-align: -webkit-center;"" style=""font-family: Arial;font-size: 14pt;text-align: -webkit-center"">LEGO</span><span data-mce-style=""color: #000000; font-family: Arial; font-size: 14pt; text-align: -webkit-center;"" style=""font-family: Arial;font-size: 14pt;text-align: -webkit-center""><span data-mce-style=""font-family: Arial; font-size: small;"" style=""font-size: small""><span data-mce-style=""font-size: large;"" style=""font-size: large"">® parts</span></span></span></p><p data-mce-style=""text-align: left;"" style=""border: none;font-size: 21px;line-height: 1.476;margin-right: auto;margin-bottom: 0px;margin-left: auto;padding: 0px""><span data-mce-style=""color: #000000; font-family: Arial; font-size: 18.6667px; text-align: -webkit-center;"" style=""font-family: Arial;font-size: 18.6667px;text-align: -webkit-center""><span data-mce-style=""font-size: 18.6667px;"" style=""font-size: 18.6667px"">Made from 100% authentic Lego parts. <span data-mce-style=""color: #ff0010;"">Using custom </span></span></span><span data-mce-style=""font-family: Arial; text-align: -webkit-center; color: #ff0010; font-size: 18.6667px;"" style=""font-family: Arial;text-align: -webkit-center;font-size: 18.6667px"">PAD</span><span data-mce-style=""color: #000000; font-family: Arial; font-size: 18.6667px; text-align: -webkit-center;"" style=""font-family: Arial;font-size: 18.6667px;text-align: -webkit-center""><span data-mce-style=""color: #ff0010;""> printing</span>. Designed with passion, care and precision.</span></p>",publish,,0,2020-05-13 03:54:18,open,,,,no,no,7,60,,,,,,,,instock,no,no,,yes,taxable,,,,,,'-1,'-1,,,https://grailcavern.com/wp-content/uploads/2023/02/DSC04711-Copy.jpg,,https://grailcavern.com/product/all-new-captain-america-sdcc-version/,3,simple,,"Minifigures,Pad printed,Superheroes",,
36,Batman - SDCC version,batman-sdcc-version,,1024,"<p>Batman is a superhero appearing in American comic books published by DC Comics. The character was created by artist Bob Kane and writer Bill Finger, and debuted in the 27th issue of the comic book Detective Comics on March 30, 1939. In the DC Universe continuity, Batman is the alias of Bruce Wayne, a wealthy American playboy, philanthropist, and industrialist who resides in Gotham City. Batman's origin story features him swearing vengeance against criminals after witnessing the murder of his parents Thomas and Martha as a child, a vendetta tempered with the ideal of justice. He trains himself physically and intellectually, crafts a bat-inspired persona, and monitors the Gotham streets at night. Kane, Finger, and other creators accompanied Batman with supporting characters, including his sidekicks Robin and Batgirl; allies Alfred Pennyworth, James Gordon, and Catwoman; and foes such as the Penguin, the Riddler, Two-Face, and his archenemy, the Joker....<br data-mce-bogus=""1""></p>","<p data-mce-style=""text-align: left;"" style=""border: none;font-size: 21px;line-height: 1.476;margin-right: auto;margin-bottom: 1.25em;margin-left: auto;padding: 0px""><span data-mce-style=""color: #000000; font-family: Arial; font-size: 18.6667px; text-align: -webkit-center;"" style=""font-family: Arial;font-size: 18.6667px;text-align: -webkit-center""><span data-mce-style=""box-sizing: inherit; -webkit-font-smoothing: antialiased; word-break: break-word; overflow-wrap: break-word; font-weight: bold;"" style=""font-weight: bold""><span data-mce-style=""font-size: 300%;"" style=""font-size: 56.0001px"">Batman - SDCC version</span></span></span></p><p data-mce-style=""text-align: left;"" style=""border: none;font-size: 21px;line-height: 1.476;margin-right: auto;margin-bottom: 1.25em;margin-left: auto;padding: 0px""><span data-mce-style=""color: #000000; font-family: Arial; font-size: 14pt; text-align: -webkit-center;"" style=""font-family: Arial;font-size: 14pt;text-align: -webkit-center"">Custom </span><span data-mce-style=""color: #000000; font-family: Arial; font-size: 14pt; text-align: -webkit-center;"" style=""font-family: Arial;font-size: 14pt;text-align: -webkit-center"">figure</span><span data-mce-style=""color: #000000; font-family: Arial; font-size: 14pt; text-align: -webkit-center;"" style=""font-family: Arial;font-size: 14pt;text-align: -webkit-center""> –</span><span data-mce-style=""color: #000000; font-family: Arial; font-size: 18.6667px; text-align: -webkit-center;"" style=""font-family: Arial;font-size: 18.6667px;text-align: -webkit-center""><span data-mce-style=""font-size: 14pt;"" style=""font-size: 14pt""> with original </span></span><span data-mce-style=""color: #000000; font-family: Arial; font-size: 14pt; text-align: -webkit-center;"" style=""font-family: Arial;font-size: 14pt;text-align: -webkit-center"">LEGO</span><span data-mce-style=""color: #000000; font-family: Arial; font-size: 14pt; text-align: -webkit-center;"" style=""font-family: Arial;font-size: 14pt;text-align: -webkit-center""><span data-mce-style=""font-family: Arial; font-size: small;"" style=""font-size: small""><span data-mce-style=""font-size: large;"" style=""font-size: large"">® parts</span></span></span></p><p data-mce-style=""text-align: left;"" style=""border: none;font-size: 21px;line-height: 1.476;margin-right: auto;margin-bottom: 0px;margin-left: auto;padding: 0px""><span data-mce-style=""color: #000000; font-family: Arial; font-size: 18.6667px; text-align: -webkit-center;"" style=""font-family: Arial;font-size: 18.6667px;text-align: -webkit-center""><span data-mce-style=""font-size: 18.6667px;"" style=""font-size: 18.6667px"">Made from 100% authentic Lego parts. <span data-mce-style=""color: #ff0010;"">Using custom </span></span></span><span data-mce-style=""font-family: Arial; text-align: -webkit-center; color: #ff0010; font-size: 18.6667px;"" style=""font-family: Arial;text-align: -webkit-center;font-size: 18.6667px"">PAD</span><span data-mce-style=""color: #000000; font-family: Arial; font-size: 18.6667px; text-align: -webkit-center;"" style=""font-family: Arial;font-size: 18.6667px;text-align: -webkit-center""><span data-mce-style=""color: #ff0010;""> printing</span>. Designed with passion, care and precision.</span></p>",publish,,0,2020-05-13 03:58:33,open,,,,no,no,4,40,,,,,,,,instock,no,no,,yes,taxable,,,,,,'-1,'-1,,,https://grailcavern.com/wp-content/uploads/2021/04/DSC04037-Copy.jpg,,https://grailcavern.com/product/batman-sdcc-version/,2,simple,,"Minifigures,Pad printed,Superheroes",,
36,Wolverine,wolverine,,1028,"<p>Wolverine is a character appearing in American comic books published by Marvel Comics, mostly in association with the X-Men. He is a mutant with animal-keen senses, enhanced physical capabilities, a powerful regenerative ability known as a healing factor, and three retractable claws in each hand. Wolverine has been depicted as a member of the X-Men, X-Force, Alpha Flight, the Fantastic Four, and the Avengers....<br data-mce-bogus=""1""></p>","<p data-mce-style=""text-align: left;"" style=""border: none;font-size: 21px;line-height: 1.476;margin-right: auto;margin-bottom: 1.25em;margin-left: auto;padding: 0px""><span data-mce-style=""color: #000000; font-family: Arial; font-size: 18.6667px; text-align: -webkit-center;"" style=""font-family: Arial;font-size: 18.6667px;text-align: -webkit-center""><span data-mce-style=""box-sizing: inherit; -webkit-font-smoothing: antialiased; word-break: break-word; overflow-wrap: break-word; font-weight: bold;"" style=""font-weight: bold""><span data-mce-style=""font-size: 300%;"" style=""font-size: 56.0001px"">Wolverine</span></span></span></p><p data-mce-style=""text-align: left;"" style=""border: none;font-size: 21px;line-height: 1.476;margin-right: auto;margin-bottom: 1.25em;margin-left: auto;padding: 0px""><span data-mce-style=""color: #000000; font-family: Arial; font-size: 14pt; text-align: -webkit-center;"" style=""font-family: Arial;font-size: 14pt;text-align: -webkit-center"">Custom </span><span data-mce-style=""color: #000000; font-family: Arial; font-size: 14pt; text-align: -webkit-center;"" style=""font-family: Arial;font-size: 14pt;text-align: -webkit-center"">figure</span><span data-mce-style=""color: #000000; font-family: Arial; font-size: 14pt; text-align: -webkit-center;"" style=""font-family: Arial;font-size: 14pt;text-align: -webkit-center""> –</span><span data-mce-style=""color: #000000; font-family: Arial; font-size: 18.6667px; text-align: -webkit-center;"" style=""font-family: Arial;font-size: 18.6667px;text-align: -webkit-center""><span data-mce-style=""font-size: 14pt;"" style=""font-size: 14pt""> with original </span></span><span data-mce-style=""color: #000000; font-family: Arial; font-size: 14pt; text-align: -webkit-center;"" style=""font-family: Arial;font-size: 14pt;text-align: -webkit-center"">LEGO</span><span data-mce-style=""color: #000000; font-family: Arial; font-size: 14pt; text-align: -webkit-center;"" style=""font-family: Arial;font-size: 14pt;text-align: -webkit-center""><span data-mce-style=""font-family: Arial; font-size: small;"" style=""font-size: small""><span data-mce-style=""font-size: large;"" style=""font-size: large"">® parts</span></span></span></p><p data-mce-style=""text-align: left;"" style=""border: none;font-size: 21px;line-height: 1.476;margin-right: auto;margin-bottom: 0px;margin-left: auto;padding: 0px""><span data-mce-style=""color: #000000; font-family: Arial; font-size: 18.6667px; text-align: -webkit-center;"" style=""font-family: Arial;font-size: 18.6667px;text-align: -webkit-center""><span data-mce-style=""font-size: 18.6667px;"" style=""font-size: 18.6667px"">Made from 100% authentic Lego parts. <span data-mce-style=""color: #ff0010;"">Using custom </span></span></span><span data-mce-style=""font-family: Arial; text-align: -webkit-center; color: #ff0010; font-size: 18.6667px;"" style=""font-family: Arial;text-align: -webkit-center;font-size: 18.6667px"">PAD</span><span data-mce-style=""color: #000000; font-family: Arial; font-size: 18.6667px; text-align: -webkit-center;"" style=""font-family: Arial;font-size: 18.6667px;text-align: -webkit-center""><span data-mce-style=""color: #ff0010;""> printing</span>. Designed with passion, care and precision.</span></p>",publish,,0,2020-05-13 04:08:59,open,,,,no,no,14,20,,,,,,,,instock,no,no,,yes,taxable,,,,,,'-1,'-1,,,https://grailcavern.com/wp-content/uploads/2021/04/DSC03925-Copy.jpg,,https://grailcavern.com/product/wolverine/,0,simple,,"Minifigures,Pad printed,Superheroes",,
12,(5) Classic OG Mando PREORDER,1-classic-og-mando-preorder,,1049,<p>UV printed Brown Armour Mando Complete with original 02 Silver helmet and Riffle/Pistol.</p><p>Roughly 2 month production time.</p>,"<p style=""text-align: left;"" data-mce-style=""text-align: left;"">Re-release of my Classic style Mando!</p><p>IMPORTANT: Returning customers please message me to combine shipping BEFORE purchase (and specify where to)!</p><p>Only available for 1 week!</p>",draft,,0,2020-05-13 18:47:23,open,,,,no,no,0,50,,,,,,,,outofstock,no,no,,no,taxable,,,,,,'-1,'-1,,,https://grailcavern.com/wp-content/uploads/2020/05/629086DB-FA8A-4F68-A72D-CF997A96827F.jpeg,,https://grailcavern.com/?post_type=product&p=1049,17,simple,outofstock,"Helmets,Minifigures,Star Wars,Uv printed",,
14,[Prototype] Transparent yellow pad printed clone head,prototype-transparent-yellow-pad-printed-clone-head,,1096,<p><br></p>,"<p>This is one of our prototype/test prints, pad printed onto <strong>official</strong><span id=""_mce_caret"" data-mce-bogus=""1"" data-mce-type=""format-caret""> Lego pieces. Due to the fact that it is a test print, the print is not perfect.</span></p>",publish,,0,2020-05-18 09:43:32,open,,,,no,no,0,6.00,,,,,,,,outofstock,no,no,,yes,taxable,,,,,,'-1,'-1,,,https://grailcavern.com/wp-content/uploads/2020/05/trans.png,,https://grailcavern.com/product/prototype-transparent-yellow-pad-printed-clone-head/,1,simple,outofstock,"Pad printed,Star Wars",,
14,Season 7 Echo - classic,season-7-echo-classic,,1118,<p><br></p>,"<p><span style=""color: #000000;"" data-mce-style=""color: #000000;"">This figure is made with </span><span style=""box-sizing: inherit; -webkit-font-smoothing: antialiased; word-break: break-word; overflow-wrap: break-word; font-weight: bold; color: #000000;"" data-mce-style=""box-sizing: inherit; -webkit-font-smoothing: antialiased; word-break: break-word; overflow-wrap: break-word; font-weight: bold; color: #000000;"">official</span><span style=""color: #000000;"" data-mce-style=""color: #000000;""> Lego parts, featuring high quality UV printing. This figure includes a collectors card and is packaged inside plastic box. This figure is designed to mimic the classic style of the 1990s – early 2000s figures.</span></p>",publish,,0,2020-05-21 11:28:51,open,,,,no,no,0,25.00,,,,,,,,outofstock,no,no,,yes,taxable,,,,,,'-1,'-1,,,https://grailcavern.com/wp-content/uploads/2020/05/echo_yellow.png,,https://grailcavern.com/product/season-7-echo-classic/,6,simple,outofstock,"Star Wars,Uv printed",,
14,Classic clone wars Mace Windu - Pad printed,wip-listing-pre-order-classic-clone-wars-mace-windu-pad-printed,,1199,<p><br></p>,"<p><span data-mce-style=""color: #000000;"" style=""color: rgb(0, 0, 0);"">This figure is made with </span><span data-mce-style=""box-sizing: inherit; -webkit-font-smoothing: antialiased; word-break: break-word; overflow-wrap: break-word; font-weight: bold; color: #000000;"" style=""box-sizing: inherit; -webkit-font-smoothing: antialiased; word-break: break-word; overflow-wrap: break-word; font-weight: bold; color: rgb(0, 0, 0);"">official</span><span data-mce-style=""color: #000000;"" style=""color: rgb(0, 0, 0);""> Lego parts, featuring pad printing. Please note that due to the nature of pad printing, not every figure will look the same. This figure includes a chrome purple Lightsaber, a collectors card and is packaged inside plastic box. This figure is designed to mimic the classic style of the 1990s – early 2000s figures.</span></p>",publish,,0,2020-05-29 12:37:25,open,,,,no,no,0,30,,,,,,,,outofstock,no,no,,yes,taxable,,,,,,'-1,'-1,,,https://grailcavern.com/wp-content/uploads/2020/05/pose.png,,https://grailcavern.com/product/wip-listing-pre-order-classic-clone-wars-mace-windu-pad-printed/,4,simple,outofstock,"Pad printed,Star Wars",,
12,(2) Ahegao Padme - PREORDER,2-ahegao-padme-preorder,,1237,<p><br></p>,"<p style=""box-sizing: inherit; -webkit-font-smoothing: antialiased; word-break: break-word; word-wrap: break-word; border: none; font-size: 18px; line-height: 1.5; margin: 0px 0px 1em; padding: 0px; caret-color: #000000; color: #000000;"" data-mce-style=""box-sizing: inherit; -webkit-font-smoothing: antialiased; word-break: break-word; word-wrap: break-word; border: none; font-size: 18px; line-height: 1.5; margin: 0px 0px 1em; padding: 0px; caret-color: #000000; color: #000000;"">Limited Edition Print – ONLY Includes Head & Torso (no limbs)</p><p style=""box-sizing: inherit; -webkit-font-smoothing: antialiased; word-break: break-word; word-wrap: break-word; border: none; font-size: 18px; line-height: 1.5; margin: 0px 0px 1em; padding: 0px; caret-color: #000000; color: #000000;"" data-mce-style=""box-sizing: inherit; -webkit-font-smoothing: antialiased; word-break: break-word; word-wrap: break-word; border: none; font-size: 18px; line-height: 1.5; margin: 0px 0px 1em; padding: 0px; caret-color: #000000; color: #000000;"">2 Month Production .</p><p style=""box-sizing: inherit; -webkit-font-smoothing: antialiased; word-break: break-word; word-wrap: break-word; border: none; font-size: 18px; line-height: 1.5; margin: 0px 0px 1em; padding: 0px; caret-color: #000000; color: #000000;"" data-mce-style=""box-sizing: inherit; -webkit-font-smoothing: antialiased; word-break: break-word; word-wrap: break-word; border: none; font-size: 18px; line-height: 1.5; margin: 0px 0px 1em; padding: 0px; caret-color: #000000; color: #000000;"">Printed onto high quality official pieces</p>",draft,,0,2020-05-31 23:15:36,open,,,,no,no,0,19,,,,,,,,onbackorder,no,no,,no,taxable,,,,,,'-1,'-1,,,https://grailcavern.com/wp-content/uploads/2020/05/66779028-696C-4F5A-BD7E-75CB25998952.jpeg,,https://grailcavern.com/?post_type=product&p=1237,67,simple,,"Minifigures,Star Wars,Uv printed",,
12,(2) Ahegao Ahsoka Rebels - PREORDER,2-ahegeao-rebels-ahsoka-preorder,,1280,<p><br></p>,"<ol><li><span style=""caret-color: #000000; color: #000000; font-size: 18px;"" data-mce-style=""caret-color: #000000; color: #000000; font-size: 18px;"">Limited Edition Print – ONLY Includes Head & Torso (no limbs or headpiece)</span></li></ol><p>Facial expression will be adjusted </p><p data-mce-style=""box-sizing: inherit; -webkit-font-smoothing: antialiased; word-break: break-word; word-wrap: break-word; border: none; font-size: 18px; line-height: 1.5; margin: 0px 0px 1em; padding: 0px; caret-color: #000000; color: #000000;"" style=""box-sizing: inherit; -webkit-font-smoothing: antialiased; word-break: break-word; word-wrap: break-word; border: none; font-size: 18px; line-height: 1.5; margin: 0px 0px 1em; padding: 0px; caret-color: rgb(0, 0, 0); color: rgb(0, 0, 0);"">2 Month Production .</p><p data-mce-style=""box-sizing: inherit; -webkit-font-smoothing: antialiased; word-break: break-word; word-wrap: break-word; border: none; font-size: 18px; line-height: 1.5; margin: 0px 0px 1em; padding: 0px; caret-color: #000000; color: #000000;"" style=""box-sizing: inherit; -webkit-font-smoothing: antialiased; word-break: break-word; word-wrap: break-word; border: none; font-size: 18px; line-height: 1.5; margin: 0px 0px 1em; padding: 0px; caret-color: rgb(0, 0, 0); color: rgb(0, 0, 0);"">Printed onto high quality official pieces</p>",draft,,0,2020-06-03 02:26:15,open,,,,no,no,0,19,,,,,,,,onbackorder,no,no,,no,taxable,,,,,,'-1,'-1,,,https://grailcavern.com/wp-content/uploads/2020/05/66779028-696C-4F5A-BD7E-75CB25998952.jpeg,,https://grailcavern.com/?post_type=product&p=1280,52,simple,,"Limited edition,Star Wars,Uv printed",,
117,06 Two Face,06-two-face,,1368,<p><br></p>,"<p>All Proceeds go directly to <a href=""https://blacklivesmatter.ca/donate/"" data-mce-href=""https://blacklivesmatter.ca/donate/"">https://blacklivesmatter.ca/donate/</a></p>",publish,,0,2020-06-05 23:07:02,open,,,,no,no,0,15,,,,,,,,outofstock,no,no,,yes,taxable,,,,,,'-1,'-1,,,https://grailcavern.com/wp-content/uploads/2020/06/IMG_0144-rotated.jpg,,https://grailcavern.com/product/06-two-face/,0,simple,outofstock,CategoryNone,,
117,06 Joker,06-joker,,1370,<p><br></p>,"<p>All Proceeds go directly to <a href=""https://blacklivesmatter.ca/donate/"" data-mce-href=""https://blacklivesmatter.ca/donate/"">https://blacklivesmatter.ca/donate/</a></p>",publish,,0,2020-06-05 23:08:48,open,,,,no,no,0,15,,,,,,,,outofstock,no,no,,yes,taxable,,,,,,'-1,'-1,,,https://grailcavern.com/wp-content/uploads/2020/06/IMG_0146-rotated.jpg,,https://grailcavern.com/product/06-joker/,0,simple,outofstock,Minifigures,,
117,Keaton Batman,keaton-batman,,1371,<p><br></p>,"<p>All Proceeds go directly to <a href=""https://blacklivesmatter.ca/donate/"" data-mce-href=""https://blacklivesmatter.ca/donate/"">https://blacklivesmatter.ca/donate/</a></p>",publish,,0,2020-06-05 23:09:30,open,,,,no,no,0,0,,,,,,,,outofstock,no,no,,yes,taxable,,,,,,'-1,'-1,,,https://grailcavern.com/wp-content/uploads/2020/06/IMG_0148.jpg,,https://grailcavern.com/product/keaton-batman/,0,simple,outofstock,Minifigures,,
117,Lex Luthor Superman Armour,lex-luthor-superman-armour,,1372,<p><br></p>,"<p>All Proceeds go directly to <a href=""https://blacklivesmatter.ca/donate/"" data-mce-href=""https://blacklivesmatter.ca/donate/"">https://blacklivesmatter.ca/donate/</a><br></p>",publish,,0,2020-06-05 23:10:07,open,,,,no,no,0,15,,,,,,,,outofstock,no,no,,yes,taxable,,,,,,'-1,'-1,,,https://grailcavern.com/wp-content/uploads/2020/06/IMG_0149-rotated.jpg,,https://grailcavern.com/product/lex-luthor-superman-armour/,1,simple,outofstock,Minifigures,,
